SYMBOL	SYMBOL	Norm_F_GSM96454	Norm_F_GSM96455	Norm_F_GSM96456	Norm_F_GSM96457	Norm_F_GSM96458	Norm_F_GSM96459	Norm_F_GSM96461	Norm_M_GSM96470	Norm_M_GSM96471	Norm_M_GSM96472	Norm_M_GSM96473	Norm_M_GSM96474	Norm_M_GSM96475	Norm_M_GSM96476	Tumour_F_GSM96462	Tumour_F_GSM96463	Tumour_F_GSM96464	Tumour_F_GSM96466	Tumour_F_GSM96467	Tumour_F_GSM96468	Tumour_F_GSM96469	Tumour_M_GSM96477	Tumour_M_GSM96478	Tumour_M_GSM96479	Tumour_M_GSM96480	Tumour_M_GSM96481	Tumour_M_GSM96482	Tumour_M_GSM96483	p-value
CACNG4	CACNG4	1.58720567	1.771124522	1.012006016	1.140316683	1.183376964	1.116204421	0.600763274	1.106671041	1.029255117	2.072463053	1.121583296	1.040178909	1.454487564	1.221081787	0.784006283	0.708594386	0.966371058	1.258333493	1.072335925	0.889969908	1.010494827	1.66826232	1.610329106	1.192634645	1.22851752	1.275042891	1.432665151	1.554382108	0.654930949
CAD	CAD	0.61670861	0.753518477	1.895695887	0.866549363	0.545488165	0.739621313	0.72709347	0.44946303	0.504383196	0.517645958	0.546110919	0.518601575	1.520254169	0.490443958	1.133095744	0.639415804	0.951373952	0.755431311	0.597541856	0.741644169	0.888615097	0.912153526	0.946580625	0.65987816	0.288540667	1.151902298	0.645009626	0.834428824	0.803872015
CADPS	CADPS	0.169049026	0.216272514	0.041102609	0.123500915	0.039614502	0.215206415	0.264889603	0.239191801	0.737023826	0.67967383	0.33818522	0.468912974	0.464382551	0.678906205	0.314781312	0.130850545	0.332116282	0.300357984	0.066409575	0.107045825	0.376291945	0.219990653	0.107045825	0.386636411	0.463772239	0.110507913	0.198541371	0.153849119	0.17549996
CALB1	CALB1	0.518601575	40.47524277	0.909536145	0.454006913	0.93337181	1.401242597	0.970503838	9.441381005	29.86468179	5.03901779	9.361563335	5.811637664	17.2334156	33.09352113	1.167406477	1.493698395	1.533739703	0.6508481	1.141504651	1.018863713	0.882520755	10.75092446	11.55567619	7.51219343	8.304838768	12.17927017	6.730182945	10.52973302	0.158398049
CALB2	CALB2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.365332111	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
CALCB	CALCB	1.00E-06	1.00E-06	0.064368041	1.00E-06	0.025952321	1.00E-06	1.00E-06	1.00E-06	0.154969477	0.204589985	1.00E-06	0.198772458	1.00E-06	0.116958524	1.00E-06	1.482778837	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.054774878	1.00E-06	0.434574584	0.106363253	0.405436812
CALM1	CALM1	5.98399269	2.657092691	4.929359962	4.201887139	4.217578279	4.269638067	3.986771491	5.376902021	5.761341182	5.663229339	5.597725247	6.554289068	4.869057949	3.033002174	3.23492579	3.723671594	4.455691773	4.192659667	3.890263568	4.337936068	3.293448023	4.39679078	5.502725604	4.662195519	4.866083187	5.416238891	4.28117331	5.279583133	0.276901139
CALM2	CALM2	4.400627677	1.440426108	2.682420456	3.079895231	2.851194386	3.617476884	2.682347514	1.823205994	1.299758797	1.902846269	1.990589901	2.21079095	1.576334977	1.398737972	1.910820269	2.622499232	2.615255433	2.856886921	3.013605642	2.674504664	2.937217175	1.712049675	1.825845426	2.049538871	1.688111759	2.122427287	1.159385912	1.64918484	0.605974213
CALM3	CALM3	0.32613415	1.027729317	0.912485891	0.973140045	0.744958778	1.159805977	0.856476992	0.554420729	0.360804666	1.00E-06	0.863694886	1.11558979	0.476101755	0.076060257	0.718480261	0.475539535	1.281033836	0.742923362	0.983255678	0.702889282	0.407471496	0.451586487	0.644074467	0.766730465	0.680030046	0.110167837	0.637861615	0.634825325	0.904867438
CALR	CALR	3.858812394	4.27827227	5.041435288	3.668941476	3.279639164	4.00858062	4.133756328	4.712735661	4.238092246	4.592948451	4.704619265	4.626992865	3.997857717	4.140033025	3.565968608	3.415254032	4.006870922	3.619106322	3.543823588	4.423298096	3.815088486	4.220232918	4.170423239	4.538845608	4.193501878	4.960788965	3.800279158	3.952688478	0.21413432
CALU	CALU	0.264889603	0.718480261	0.008633113	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.383721124	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.599898165	1.817520385	0.029811464	1.00E-06	1.00E-06	0.45791128	1.00E-06	0.206130609	1.00E-06	1.00E-06	1.00E-06	0.917972772	1.00E-06	0.228746567
CAMK2B	CAMK2B	0.753888089	1.00E-06	1.235083083	1.06024818	0.69772663	0.526253704	1.063931664	1.446606277	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.248777605	3.274309497	1.497299167	1.384631603	1.497299167	1.651932801	1.132570612	1.743715175	1.05419463	0.653678405	0.409766843	1.00E-06	1.00E-06	0.158913412	0.258143725	0.062986067
CAMK4	CAMK4	1.00E-06	0.480144366	0.008433997	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.443225135	0.555038609	0.423386693	1.00E-06	0.375483757	0.734542209	0.57847182	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.744101843	0.350459309	0.215660781	0.059183561	2.513260413	1.708823477	0.168378587	0.488266208
CANX	CANX	1.335151853	2.463632228	2.107475921	2.002720031	2.082959304	2.132332641	1.918993343	3.308510821	2.053250869	1.814055538	2.14110841	2.77981603	2.486624334	1.90623734	2.3998305	2.214808763	2.161095931	2.294706132	2.170836935	2.155473302	2.125028387	2.277675087	2.088769383	2.247651668	2.247651668	2.589093793	1.477149707	1.546982421	0.798599904
CAP	CAP	9.520453308	5.683158995	6.736627942	7.741855455	7.047540952	7.328665409	6.390448601	4.745002338	6.302141698	6.974192742	6.804042564	5.78581169	7.096017031	5.502725604	3.759664713	6.954705791	6.487772277	6.798438482	7.271101646	6.392990817	6.960022949	5.342230657	5.304005902	5.540290471	5.442538237	5.412867271	4.978994653	5.598722566	0.053319224
CAP2	CAP2	14.2839183	4.175311881	6.57510462	5.267494207	5.45495523	4.185759421	3.957602611	4.44673988	3.108982609	7.525011743	4.557294382	11.09118826	3.03005264	3.534087063	5.07655696	5.123018007	5.87895668	6.511335094	2.528987616	4.438223141	6.057436397	3.443484345	4.897440537	3.830960325	9.826895217	4.64008466	5.345088552	5.105182922	0.541639605
CAPG	CAPG	1.694450131	0.686298176	1.301264222	0.974425796	0.694588935	0.939791503	1.713878104	1.926750193	0.930086097	1.701688524	1.187119879	1.847666944	1.455583391	1.308350867	1.060874131	0.955612831	0.918184401	1.233368134	1.151012824	1.397979541	1.120470685	1.240672773	1.252008119	1.678332565	1.417562603	1.381961737	1.324692024	1.124286369	0.536579431
CAPN1	CAPN1	1.347606285	0.712723079	1.741921432	1.307574153	1.110106468	1.539979023	1.334929353	0.331284072	0.629567272	0.981316755	1.39886591	0.589081297	0.915186175	0.427801993	1.309689021	0.976446344	1.930395448	1.279197128	1.260269247	1.520264212	1.228617111	0.898076152	1.370944306	0.729597093	1.027571103	1.136883568	0.74615471	0.82239935	0.371634889
CAPN10	CAPN10	0.494655656	6.359463277	0.59284062	0.793270158	0.342293898	0.823386204	0.875875842	1.969045312	2.166157047	2.065152508	1.282406166	3.068665551	1.63080463	2.486624334	1.227081587	0.56410345	0.783688912	0.345808197	0.859145299	0.669001694	0.80480714	1.574281021	2.048237073	1.649456618	2.787701447	1.780439714	1.41060939	2.43003745	0.362253027
CAPN3	CAPN3	0.706027193	1.00E-06	0.594286406	1.030193626	0.473305452	0.309903307	0.558463788	0.797363726	0.28310162	0.482032729	0.13968554	0.399238256	0.257777812	0.227631004	0.558160288	0.542263238	0.560717364	0.480218148	0.442166001	0.550800482	0.576410847	0.164771858	0.212904936	0.344175206	0.348681847	0.474083047	0.286848411	0.28864706	0.715934553
CAPN5	CAPN5	0.183085456	0.503871726	0.239720969	0.002193128	0.226923019	0.073259414	0.032645527	0.052952454	0.216067816	1.00E-06	1.00E-06	0.251603192	0.091697244	0.227499048	0.076885152	0.098031051	0.071251076	0.081532883	0.027897043	0.104869968	1.00E-06	1.00E-06	0.15812237	1.00E-06	0.098689084	1.00E-06	1.00E-06	0.061515928	0.031713462
CAPN6	CAPN6	0.562102989	0.779962224	0.901064187	0.934865263	0.850496862	1.362261791	0.895509738	1.308694156	1.113653255	0.660262624	1.146941647	0.415959636	1.033936977	0.807834587	1.270667738	0.801091765	1.075831517	1.222968353	1.400493574	0.85034256	1.268447092	1.088759837	1.179177671	1.167962231	1.825712589	1.227081587	1.233702987	1.4782159	0.004249722
CAPNS1	CAPNS1	2.842387163	2.814538908	2.463623763	2.493379983	2.391420669	2.662348738	2.100337466	3.646481792	3.05768034	4.936837037	3.899602328	3.407968884	3.073211887	2.583086446	1.560549269	1.93266716	1.996218359	1.828576429	2.005381071	2.409822966	1.916899838	4.009006399	2.981225708	4.572720453	4.062794443	5.141767507	6.576078313	3.095090779	0.788723335
CAPNS2	CAPNS2	0.971557162	1.00E-06	0.664354225	0.590145193	0.570752825	0.608628841	0.623925924	0.43583976	0.343416288	0.525445359	0.122221956	0.541285643	0.25037018	0.152217222	0.454508144	0.476620531	0.520521534	0.614953963	0.503422033	0.508313889	0.470460188	0.363710361	0.104131381	0.333365826	0.290679225	0.439954489	0.324857847	0.265507352	0.510459793
CAPS	CAPS	0.404240972	0.577825946	0.143995729	0.155698245	0.962322271	0.140270169	0.437968234	2.147546225	2.848805587	1.68127779	1.074188332	2.940736024	1.500545808	0.725483032	0.484914286	0.052153505	1.00E-06	0.537196752	0.223736365	0.233180964	0.08497025	1.195341674	1.625567234	1.795828019	2.066585371	0.841697685	0.396219645	1.13930488	0.265963186
CAPZA1	CAPZA1	1.38872957	0.17421828	0.96089761	2.411224862	1.070593056	2.116468177	1.405777063	0.539304855	0.510356189	0.783264193	0.302655032	0.47642239	0.35454932	0.568608274	1.285179373	1.040544292	1.361409981	0.916115646	1.882749089	1.126876869	1.400493574	0.34384683	0.318448275	0.656319004	0.403947903	0.591367935	0.758242485	0.336944641	0.839403141
CAPZA2	CAPZA2	2.025702989	2.437452777	1.268447092	1.391468555	1.811138879	1.296246685	1.029802641	2.421675542	3.138344683	4.694705456	2.350062587	2.796578312	3.224964248	3.108982609	0.963744076	1.304628168	1.386185766	1.322764694	0.882520755	1.273094687	1.091472348	2.237275715	1.689317305	2.428451775	2.29886243	2.872587341	4.08876605	2.132332641	0.172678564
CAPZB	CAPZB	6.892508477	3.510347854	8.968235818	9.481315474	8.651432863	7.239774753	8.924859415	4.769849944	4.448143608	6.219327352	5.1427788	4.661746718	8.212105044	5.129018923	6.283676071	12.32952115	8.012300384	9.453331048	7.315265447	8.115142126	7.876318455	5.144349701	5.316062265	5.394991857	5.85400699	5.934441999	4.003427744	4.414430103	0.778061876
CARD14	CARD14	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.02093567	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
CARD9	CARD9	0.211321534	0.754068318	0.025026169	0.015735812	0.265960763	0.032998002	1.00E-06	0.196164474	0.640798857	0.546110919	0.374114487	0.570424443	0.320881776	0.423114423	1.00E-06	0.031671462	0.039128429	0.053486593	0.12763948	0.071733584	0.168156197	0.776738302	1.363839158	0.447097874	0.374645777	0.157401832	0.279158057	1.007211605	0.777331564
CARHSP1	CARHSP1	1.00E-06	1.00E-06	0.080535016	0.062145458	0.017765067	0.040778388	0.075187778	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.010975456	0.522745061	0.166073345	0.050107806	0.061914853	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.358976478	0.165395052	0.105682054
CARKL	CARKL	0.141003288	1.00E-06	0.311173418	0.274079062	0.399189486	0.047271136	0.393803126	1.00E-06	0.152435066	1.00E-06	0.947145053	1.00E-06	0.258651259	0.241483056	0.790277668	0.605140175	1.013094198	0.648788066	0.214557748	0.373119098	0.57847182	0.447364208	0.31334271	0.256358847	0.182852806	1.00E-06	1.00E-06	1.00E-06	0.1452005
CARP	CARP	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.872728781	1.00E-06	1.00E-06	0.335561278
CARS	CARS	0.961794281	0.69110604	0.660703005	1.023492732	0.820204086	1.041042068	0.834065684	1.261260979	1.157314938	1.636999025	1.288385274	0.390361017	1.122198533	1.195341674	0.756640939	0.939843084	1.153196905	1.194644148	1.680325961	0.852561281	0.877784174	0.689128111	1.066337694	1.07532204	1.365332111	1.468723839	1.019390448	1.648469125	0.314056117
CART1	CART1	1.00E-06	1.00E-06	0.127776572	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.019695802	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.417587894
CASP2	CASP2	2.701267067	8.304838768	3.720370045	4.345884581	8.455864534	9.970233453	3.934888052	3.153997338	1.834490767	1.08676434	6.391661346	1.356565975	5.663405527	5.547444094	10.88069075	17.2334156	4.980080224	5.197554896	8.920655814	6.338518179	6.258302036	6.400780185	8.41887716	5.93192865	5.57890754	7.43129265	4.919282288	8.136440428	0.018802328
CASP3	CASP3	0.622275159	1.177461731	0.903012057	1.339703897	1.238241671	1.61538578	0.886337691	1.21651129	0.544853694	0.625530796	1.91292826	0.838199853	1.758578009	0.722781187	0.859896081	1.367168072	1.49810667	1.601944953	1.943113323	1.562099225	1.930418967	0.501203203	0.840015161	1.450900413	1.476269883	0.666095301	1.309958263	1.116204421	0.254259515
CASP6	CASP6	17.42011064	7.685326139	10.72230549	15.84874472	14.30395977	14.66607856	18.93678009	10.92072353	5.365628263	17.42509467	11.63220067	12.41777788	7.761250901	9.362544957	11.65474188	11.58922295	12.52683308	16.53584268	15.37325197	18.14238915	15.1171108	14.39705081	11.96066871	16.07195701	13.36422699	14.00981483	6.447752697	11.07010014	0.473246268
CASP7	CASP7	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
CASP9	CASP9	0.985141988	0.493764754	0.561398731	0.723554931	0.56850233	0.701845794	0.514478194	0.682999576	0.580965595	1.366552385	0.540778567	1.104252172	0.53104554	0.676428551	0.861358351	0.385793226	0.820552082	0.48001697	0.819724119	0.467099335	0.683393202	0.480696281	0.536427393	0.652799954	0.972228623	1.339442974	0.816134848	0.572888465	0.916888895
CAST	CAST	0.648456967	1.501309976	0.927072918	1.782737395	1.160883737	2.552727106	1.104004989	1.81844158	0.232989546	0.916115646	4.013367233	1.20234621	1.241277731	1.000082846	0.782022731	0.777913276	1.416344955	1.764107576	1.149059631	1.773371501	1.922497343	2.234329971	1.774538365	1.571220395	2.173645747	2.307167139	1.951601638	1.428718304	0.465753598
CAV1	CAV1	0.283547519	0.469641272	0.412243149	0.335050577	0.072674874	0.085581678	0.32922334	0.139579529	0.341650311	0.215169733	1.00E-06	1.00E-06	0.168758276	0.567794621	0.247294723	0.257886427	0.390194721	0.14548666	0.06862023	0.173649299	0.079457206	0.548303806	0.097510195	0.103191005	0.048930468	0.056031225	0.131185296	0.172699258	0.296972761
CAV2	CAV2	9.237065025	1.465044172	2.960770648	4.431938239	3.111463293	5.231974083	2.639570159	0.895970267	1.114956059	6.327892126	1.235844401	6.116373588	1.82123924	1.866710037	2.406449562	4.472904835	5.593777659	3.147342199	4.460414821	2.110087653	4.109050404	1.495498091	1.390864177	1.496362429	2.450181058	1.488232207	1.383817584	1.788933586	0.32973397
CBARA1	CBARA1	2.007431673	0.247586228	1.217953917	2.052765419	1.235373231	1.346718137	2.336954494	0.717509594	0.626138652	1.276501183	0.564219533	0.628395891	0.619469174	0.509064083	0.513405607	1.207998601	1.146395841	1.335339481	1.129252685	1.427541709	1.370179106	0.68440266	0.44656001	0.884849639	1.122036466	0.508184322	0.657645335	0.807159555	0.447494417
CBCIP2	CBCIP2	2.170836935	9.54419636	3.587933292	3.213116958	7.478886544	10.75092446	3.295346433	5.45495523	5.63208334	1.351225274	4.870312885	0.928153397	4.30498257	4.66124509	6.556674436	8.641601981	4.972108253	2.870333458	7.146863432	4.951799174	4.845174497	4.725736726	4.378119065	4.264251925	3.591988852	5.942555863	3.172500019	5.345088552	0.736949162
CBFA2T1	CBFA2T1	5.097952051	3.346299256	4.528691149	4.59677963	5.714414177	4.806075995	4.700439116	3.408030672	2.093051784	4.076020514	3.75741626	3.252622288	4.694705456	4.806075995	4.998037642	7.181440725	4.185759421	4.561951445	5.995426332	4.553057963	5.299423847	3.551011285	4.48676547	2.77014972	4.236813286	3.28679688	5.496609487	3.329596966	0.379721195
CBFA2T2	CBFA2T2	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
CBFB	CBFB	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.102125539	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.248427073	1.00E-06	1.00E-06	0.462119324
CBR1	CBR1	0.6556823	0.353066558	0.494162526	0.559836281	0.496507227	0.48633264	0.563037672	0.863604482	0.936115167	0.88605968	0.354297693	0.859042877	0.793553115	0.7050767	0.385979447	0.860876911	0.580915757	0.712060003	0.55761525	0.403835432	0.62431381	0.583036617	0.994945398	1.289801855	1.010262693	0.727020028	4.05526561	1.086036457	0.188784206
CBR3	CBR3	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1
CBS	CBS	0.118180781	0.189561371	0.151226157	0.120089978	0.038615147	0.115201152	0.116432141	0.124333195	0.109357303	0.252413933	0.417913207	0.117816136	0.054516078	0.020813385	0.170266587	0.171316398	0.091580823	0.06288908	0.282403457	0.061205973	0.68228772	0.1684249	0.177555663	0.204053738	0.162539747	0.528474707	0.066997623	0.138760402	0.198510196
CBX1	CBX1	0.843111053	2.929200465	1.141159591	2.274466157	2.257041423	2.484101367	2.463769873	2.376004461	2.358379326	2.231445778	2.410861856	2.933624563	2.308595189	2.969794301	2.149973414	2.834577709	2.458002721	1.301739625	1.781850252	2.408682836	1.576101966	3.243702421	2.739278846	2.79264555	1.860041769	3.819942578	4.170760676	2.259667734	0.379868196
CBX3	CBX3	0.51098621	1.773371501	0.899838509	0.833671394	1.027729317	0.707341313	0.744958778	0.702889282	1.214897921	0.327472428	0.222862139	0.485131227	0.860296693	1.569346867	0.651630602	0.626554243	0.782854476	0.664803768	0.576396583	0.881274562	0.792896923	0.477851958	0.363477086	0.911295	0.556026859	0.625530796	0.339189211	0.993265861	0.159845516
CBX4	CBX4	0.228582301	0.503100775	0.057776432	0.093656927	0.065883233	0.027049999	0.106222506	1.00E-06	0.281805637	0.393288118	0.189222578	0.357319582	0.094815783	1.00E-06	0.030106102	0.08855134	1.00E-06	0.00645655	1.00E-06	0.047875213	0.139037354	0.154969477	0.103183047	0.109255887	0.299878031	2.098455842	0.398433302	0.360804666	0.50584822
CBX5	CBX5	1.219196268	3.65079155	1.01523069	0.529086564	1.06727849	1.249853618	0.82820166	2.973848665	3.594864901	5.87895668	3.470127238	6.338518179	6.004776719	17.63918821	0.614395921	0.50073936	0.84621286	0.918854717	0.773505859	0.823792642	0.793270158	2.810905084	4.39315634	3.443484345	5.319680783	3.339983683	0.808228868	4.360350925	0.167166281
CBX6	CBX6	0.342293898	0.621472237	0.150348855	0.296114224	0.203059191	0.207990353	0.048675671	0.183314564	0.944464382	0.287419957	1.00E-06	0.409551745	0.342539008	1.00E-06	1.00E-06	0.107978801	0.289404533	0.168378587	0.065366925	0.178558903	0.156056177	0.532754408	0.405472667	0.190737979	1.00E-06	0.107045825	0.38188233	0.301922945	0.312525816
CBX8	CBX8	0.761135203	0.25337429	1.294083423	0.993955783	0.24081312	0.746997736	1.389069374	1.022488716	0.849254392	1.00E-06	0.559503148	0.266228574	1.401634627	0.2320365	0.983341764	0.782985941	1.811529112	0.489586721	2.108113514	1.129809199	1.263572436	1.303430525	0.54601719	0.668386204	0.176256135	0.988196325	1.00E-06	0.618980838	0.31708846
CCBL1	CCBL1	0.638631166	3.147342199	2.332157504	2.269504243	3.713629597	4.450270688	2.019103409	2.017415796	2.082959304	0.873733891	3.297481258	1.117898134	1.911499566	1.467677589	3.222350068	3.543059777	2.850911925	2.36186606	2.387154714	2.608436105	2.922942666	3.120498404	3.081563299	2.229920581	2.453685201	3.495380017	2.450181058	2.928767436	0.075473265
CCBP2	CCBP2	1.236798142	0.059152083	1.011778735	1.360925781	1.300680465	1.064667899	1.923083035	0.861278954	1.00E-06	0.38787163	0.105588879	0.385545591	0.753085236	1.30031771	2.100768799	1.935889358	1.087296295	1.114883904	1.935104041	1.534126769	1.422412897	0.703958708	0.547543508	1.07175179	0.852566145	0.201067716	0.410429029	0.626928261	0.236452798
CCK	CCK	1.00E-06	1.00E-06	1.00E-06	0.00357175	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.335561278
CCKBR	CCKBR	7.965054087	14.25844065	14.02604587	12.17927017	9.601734628	11.1159371	9.901870533	19.02207986	14.67061026	15.78013073	21.56131437	16.88576235	13.68617687	12.62061048	17.68927828	8.626105387	12.23499255	12.27529573	13.83365956	13.03424964	11.88221057	16.62441186	21.63455596	16.68722183	14.25844065	19.72571653	14.92692497	15.16683189	0.423861396
CCL13	CCL13	1.547877975	6.400780185	1.923467574	2.250149904	5.942555863	6.785662637	2.446442095	4.009614441	4.553057963	1.441420036	4.101424455	1.324646033	3.678832699	3.252622288	4.246195811	8.455864534	3.519229613	2.481031972	7.044598676	3.202121798	4.763601574	2.796578312	4.615899834	2.865238265	2.383140385	2.853333506	2.35807479	4.300137109	0.527283164
CCL2	CCL2	0.157753157	1.00E-06	0.451046951	0.544853694	0.189020861	0.909015289	0.106073618	0.183085456	1.00E-06	0.231237135	0.066784567	1.00E-06	1.00E-06	1.00E-06	0.146377936	0.042362082	1.096120066	0.300598493	1.047764512	0.536123185	0.501453046	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.798219949	1.00E-06	1.00E-06	0.380037085
CCL3	CCL3	0.926621367	0.666730653	0.81972658	1.036572074	0.955176992	0.881274562	0.786421478	0.328458174	0.585566715	0.666730653	0.636686678	0.492521746	0.834065684	0.337695839	0.863220909	1.013094198	0.943900648	0.94980296	1.011003844	0.904369683	0.907210635	0.451046951	0.733800823	0.51541675	0.978134294	1.247107357	1.00E-06	0.624456493	0.414668774
CCL5	CCL5	0.834428824	1.00E-06	0.416497246	0.415959636	0.114473351	0.269387253	0.322658469	0.118588607	0.223034615	1.00E-06	0.342049212	0.242556597	0.158913412	0.3021883	0.39131266	0.001302672	0.109638407	0.087687053	0.108576687	0.195213505	0.318638102	0.367064678	0.123632115	0.468346682	0.449177499	0.146377936	0.911754446	0.405732162	0.786557908
CCNB1	CCNB1	1.759682517	0.139546329	1.629906724	1.648469125	1.302364311	1.671179196	1.561126777	0.850496862	0.465773494	1.199925451	0.686831576	1.318118432	0.701367189	1.644868245	1.353060752	1.80395295	2.031878017	1.896816671	1.214303498	1.552908559	1.845899832	0.764387016	0.885867063	0.793270158	0.499182169	1.466757481	0.843125471	0.058693793	0.88539816
CCND1	CCND1	0.516822512	0.917082767	0.587987441	0.471241812	0.546513388	0.528324306	0.577103997	0.459229797	0.440938921	0.413855095	0.499345787	0.749464382	0.764123129	0.533349441	0.909735496	0.764775671	0.791677322	0.46438751	0.367408064	0.823780777	0.407692834	0.656247142	0.789297765	0.661592364	0.6811583	0.823234418	0.272356079	0.583574651	0.285903252
CCND2	CCND2	2.438875843	0.981492175	0.247485627	0.485395823	0.725085058	0.590419542	0.163621415	1.254824727	1.521940161	1.63998262	1.579596364	1.955282272	1.021172617	1.040178909	0.537772071	0.573408113	0.19790902	0.327228221	0.464382551	0.209849963	0.289896247	0.594542055	1.160883737	0.961340717	0.882850169	1.20619507	1.488232207	0.711078336	0.048570031
CCND3	CCND3	0.527346217	1.00E-06	0.142931544	0.115966429	0.13262704	0.034075197	0.367470184	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.196164474	1.00E-06	0.30416029	0.036334935	0.026851222	0.32180411	0.083676811	0.110167837	0.185428771	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	1.00E-06	0.551202264
CCNDBP1	CCNDBP1	1.223630076	0.688430404	0.924495151	0.629258935	0.905081134	0.847398994	0.456048207	0.459414131	0.175499203	0.721920315	0.19091682	0.262369591	0.447097874	0.056322831	0.081673817	0.897431558	0.946580625	0.868128517	0.912153526	0.76550688	0.784006283	0.244967456	0.888615097	1.00E-06	0.214310926	1.00E-06	0.245485344	0.395427864	0.698193224
CCNF	CCNF	4.980080224	2.076898966	3.132684755	3.488656871	3.086607846	2.727472527	2.406449562	1.240736287	1.324646033	4.236813286	2.853333506	2.74061614	2.880761659	2.29886243	1.660304547	3.259067795	1.703423607	2.55614252	2.482777894	2.008052145	2.540155864	1.319977888	1.605333408	1.49881957	1.702302552	2.554415522	1.85338349	2.090166439	0.021464275
